Actual Time,Run Time,Date Time,Temperature_MS8607,Temperature_DHT22,Humidity_MS8607,Humidity_DHT22,Pressure,Dust_PM10Standard,Dust_PM25Standard,Dust_PM100Standard,Dust_PM10Env,Dust_PM25Env,Dust_PM100Env,Dust_Particles03um,Dust_Particles05um,Dust_Particles10um,Dust_Particles25um,Dust_Particles50um,Dust_Particles100,VolatileOrganicCompounds_eCO2,VolatileOrganicCompounds_TVOC
1643673813.6811037,445241.6646709442,2022-01-31 17:03:33.681116,19.91,18.9,-6.0,1.0,669.2700154051801,0,0,0,0,0,0,0,0,0,0,0,0,574,21
1643673814.7229297,445242.7064974308,2022-01-31 17:03:34.722944,19.91,18.9,-6.0,1.0,669.33001675134,0,0,0,0,0,0,0,0,0,0,0,0,576,24
1643673815.5419881,445243.5255661011,2022-01-31 17:03:35.542002,19.92,18.9,-6.0,1.0,669.3450170878801,0,0,0,0,0,0,0,0,0,0,0,0,568,26
1643673816.32516,445244.308729887,2022-01-31 17:03:36.325173,19.92,18.9,-6.0,1.0,669.28501574172,0,0,0,0,0,0,0,0,0,0,0,0,564,26
1643673817.4030855,445245.3866558075,2022-01-31 17:03:37.403098,19.91,18.9,-6.0,1.0,669.33001675134,0,0,0,0,0,0,0,0,0,0,0,0,573,27
1643673818.1753826,445246.1589477062,2022-01-31 17:03:38.175398,19.91,18.9,-6.0,1.0,669.33001675134,0,0,0,0,0,0,0,0,0,0,0,0,571,24
1643673818.995278,445246.9788506031,2022-01-31 17:03:38.995292,19.91,18.9,-6.0,1.0,669.2550150686401,0,0,0,0,0,0,0,0,0,0,0,0,572,27
1643673820.022506,445248.0060708523,2022-01-31 17:03:40.022521,19.91,18.9,-6.0,1.0,669.33001675134,0,0,0,0,0,0,0,0,0,0,0,0,575,31
1643673820.8387554,445248.82233023643,2022-01-31 17:03:40.838768,19.91,18.9,-6.0,1.0,669.33001675134,0,0,0,0,0,0,0,0,0,0,0,0,574,32
1643673821.6138437,445249.5974109173,2022-01-31 17:03:41.613858,19.92,19.0,-6.0,1.0,669.3600174244201,0,0,0,0,0,0,0,0,0,0,0,0,563,22
1643673822.6536815,445250.63724923134,2022-01-31 17:03:42.653695,19.91,19.0,-6.0,1.0,669.3225165830701,0,0,0,0,0,0,0,0,0,0,0,0,565,27
1643673823.481438,445251.4650092125,2022-01-31 17:03:43.481451,19.9,19.0,-6.0,1.0,669.39751826577,0,0,0,0,0,0,0,0,0,0,0,0,576,15
1643673824.251817,445252.23537683487,2022-01-31 17:03:44.251829,19.91,18.9,-6.0,1.0,669.3450170878801,0,0,0,0,0,0,0,0,0,0,0,0,568,34
1643673825.338241,445253.32181715965,2022-01-31 17:03:45.338254,19.9,18.9,-6.0,1.0,669.39751826577,0,0,0,0,0,0,0,0,0,0,0,0,572,25
1643673826.1013212,445254.08489084244,2022-01-31 17:03:46.101335,19.92,18.9,-6.0,1.0,669.33001675134,0,0,0,0,0,0,0,0,0,0,0,0,570,30
1643673826.9269614,445254.91053295135,2022-01-31 17:03:46.926976,19.92,18.9,-6.0,1.0,669.3600174244201,0,0,0,0,0,0,0,0,0,0,0,0,573,25
1643673827.9520538,445255.9356267452,2022-01-31 17:03:47.952066,19.92,18.9,-6.0,1.0,669.3450170878801,0,0,0,0,0,0,0,0,0,0,0,0,579,26
1643673828.7432618,445256.72683143616,2022-01-31 17:03:48.743275,19.93,18.9,-6.0,1.0,669.3450170878801,0,0,0,0,0,0,0,0,0,0,0,0,575,25
1643673829.5583022,445257.5418744087,2022-01-31 17:03:49.558316,19.92,18.9,-6.0,1.0,669.3600174244201,0,0,0,0,0,0,0,0,0,0,0,0,572,17
1643673830.5883188,445258.57184386253,2022-01-31 17:03:50.588343,19.92,18.9,-6.0,1.0,669.3450170878801,0,0,0,0,0,0,0,0,0,0,0,0,573,21
1643673831.4094903,445259.39306497574,2022-01-31 17:03:51.409503,19.92,18.9,-6.0,1.0,669.3450170878801,0,0,0,0,0,0,0,0,0,0,0,0,569,27
1643673832.2061963,445260.1897687912,2022-01-31 17:03:52.206211,19.92,18.9,-6.0,1.0,669.3600174244201,0,0,0,0,0,0,0,0,0,0,0,0,584,25
1643673833.294508,445261.2780845165,2022-01-31 17:03:53.294521,19.91,18.9,-6.0,1.0,669.39751826577,0,0,0,0,0,0,0,0,0,0,0,0,578,29
1643673834.0630715,445262.04663705826,2022-01-31 17:03:54.063087,19.92,18.9,-6.0,1.0,669.40501843404,0,0,0,0,0,0,0,0,0,0,0,0,579,38
1643673834.884083,445262.8676626682,2022-01-31 17:03:54.884096,19.91,18.9,-6.0,1.0,669.3450170878801,0,0,0,0,0,0,0,0,0,0,0,0,578,26
